repo,tool,gt_imp_july,gt_imp_now,gt_impT_july,gt_impT_now,gt_all_july,gt_all_now,gt_counts_ok,july_n_all_raw,now_gt_all_tsv_lines,july_scores,now_main,now_main_empty,now_warm_cache,emptymain_source,verdict
beego__beego,trivy,71,71,78,78,198,198,yes,199,198,78/0/120/71/7/0/78/0/0,78/0/120/71/7/0/78/0/0,,,no,match
beego__beego,cdxgen,71,71,78,78,198,198,yes,199,198,71/0/127/71/0/0/71/0/7,71/0/127/71/0/0/71/0/7,,,no,match
beego__beego,cyclonedx-gomod,71,71,78,78,198,198,yes,199,198,71/0/127/71/0/0/71/0/7,71/0/127/71/0/0/71/0/7,,,no,match
benmanns__goworker,syft,4,4,4,4,13,13,yes,14,13,9/0/4/4/5/0/4/5/0,9/0/4/4/5/0/4/5/0,,,no,match
benmanns__goworker,trivy,4,4,4,4,13,13,yes,14,13,13/0/0/4/9/0/4/9/0,13/0/0/4/9/0/4/9/0,,,no,match
benmanns__goworker,cdxgen,4,4,4,4,13,13,yes,14,13,4/0/9/4/0/0/4/0/0,4/0/9/4/0/0/4/0/0,,,no,match
benmanns__goworker,cyclonedx-gomod,4,4,4,4,13,13,yes,14,13,4/0/9/4/0/0/4/0/0,4/0/9/4/0/0/4/0/0,,,no,match
benthosdev__benthos,syft,497,497,510,510,1405,1405,yes,1406,1405,677/6/728/497/186/0/510/173/0,677/6/728/497/186/0/510/173/0,,,no,match
benthosdev__benthos,trivy,497,497,510,510,1405,1405,yes,1406,1405,550/5/855/497/58/0/510/45/0,550/5/855/497/58/0/510/45/0,,,no,match
benthosdev__benthos,cdxgen,497,497,510,510,1405,1405,yes,1406,1405,NA,NA,,,no,match
benthosdev__benthos,cyclonedx-gomod,497,497,510,510,1405,1405,yes,1406,1405,520/1/885/495/26/2/495/26/15,520/1/885/495/26/2/495/26/15,,,no,match
blind-oracle__nginx-prometheus,syft,14,14,18,18,213,213,yes,214,213,23/0/190/14/9/0/18/5/0,23/0/190/14/9/0/18/5/0,,,no,match
blind-oracle__nginx-prometheus,trivy,14,14,18,18,213,213,yes,214,213,213/0/0/14/199/0/18/195/0,213/0/0/14/199/0/18/195/0,,,no,match
blind-oracle__nginx-prometheus,cdxgen,14,14,18,18,213,213,yes,214,213,14/0/199/14/0/0/14/0/4,14/0/199/14/0/0/14/0/4,,,no,match
blind-oracle__nginx-prometheus,cyclonedx-gomod,14,14,18,18,213,213,yes,214,213,14/0/199/14/0/0/14/0/4,14/0/199/14/0/0/14/0/4,,,no,match
blind-oracle__psql-streamer,syft,33,33,36,36,125,125,yes,126,125,58/0/67/33/25/0/36/22/0,58/0/67/33/25/0/36/22/0,,,no,match
blind-oracle__psql-streamer,trivy,33,33,36,36,125,125,yes,126,125,125/0/0/33/92/0/36/89/0,125/0/0/33/92/0/36/89/0,,,no,match
blind-oracle__psql-streamer,cdxgen,33,33,36,36,125,125,yes,126,125,33/0/92/33/0/0/33/0/3,33/0/92/33/0/0/33/0/3,,,no,match
blind-oracle__psql-streamer,cyclonedx-gomod,33,33,36,36,125,125,yes,126,125,33/0/92/33/0/0/33/0/3,33/0/92/33/0/0/33/0/3,,,no,match
blinklabs-io__nview,syft,22,22,22,22,59,59,yes,60,59,35/0/24/22/13/0/22/13/0,35/0/24/22/13/0/22/13/0,,,no,match
blinklabs-io__nview,trivy,22,22,22,22,59,59,yes,60,59,29/0/30/22/7/0/22/7/0,29/0/30/22/7/0/22/7/0,,,no,match
blinklabs-io__nview,cdxgen,22,22,22,22,59,59,yes,60,59,22/0/37/22/0/0/22/0/0,22/0/37/22/0/0/22/0/0,,,no,match
blinklabs-io__nview,cyclonedx-gomod,22,22,22,22,59,59,yes,60,59,27/0/32/22/5/0/22/5/0,27/0/32/22/5/0/22/5/0,,,no,match
bobg__combo,syft,5,5,5,5,9,9,yes,10,9,7/0/2/5/2/0/5/2/0,7/0/2/5/2/0/5/2/0,,,no,match
bobg__combo,trivy,5,5,5,5,9,9,yes,10,9,5/0/4/5/0/0/5/0/0,5/0/4/5/0/0/5/0/0,,,no,match
bobg__combo,cdxgen,5,5,5,5,9,9,yes,10,9,5/0/4/5/0/0/5/0/0,5/0/4/5/0/0/5/0/0,,,no,match
bobg__combo,cyclonedx-gomod,5,5,5,5,9,9,yes,10,9,5/0/4/5/0/0/5/0/0,5/0/4/5/0/0/5/0/0,,,no,match
bobg__decouple,syft,4,4,6,6,12,12,yes,13,12,8/1/4/4/5/0/6/3/0,8/1/4/4/5/0/6/3/0,,,no,match
bobg__decouple,trivy,4,4,6,6,12,12,yes,13,12,6/1/6/4/3/0/6/1/0,6/1/6/4/3/0/6/1/0,,,no,match
bobg__decouple,cdxgen,4,4,6,6,12,12,yes,13,12,4/0/8/4/0/0/4/0/2,4/0/8/4/0/0/4/0/2,,,no,match
bobg__decouple,cyclonedx-gomod,4,4,6,6,12,12,yes,13,12,4/0/8/4/0/0/4/0/2,4/0/8/4/0/0/4/0/2,,,no,match
bobg__htree,syft,2,2,4,4,10,10,yes,11,10,5/0/5/2/3/0/4/1/0,5/0/5/2/3/0/4/1/0,,,no,match
bobg__htree,trivy,2,2,4,4,10,10,yes,11,10,5/0/5/2/3/0/4/1/0,5/0/5/2/3/0/4/1/0,,,no,match
bobg__htree,cdxgen,2,2,4,4,10,10,yes,11,10,2/0/8/2/0/0/2/0/2,2/0/8/2/0/0/2/0/2,,,no,match
bobg__htree,cyclonedx-gomod,2,2,4,4,10,10,yes,11,10,2/0/8/2/0/0/2/0/2,2/0/8/2/0/0/2/0/2,,,no,match
bobg__modver,syft,27,27,27,27,60,60,yes,61,60,47/3/13/27/23/0/27/23/0,47/3/13/27/23/0/27/23/0,,,no,match
bobg__modver,trivy,27,27,27,27,60,60,yes,61,60,28/3/32/27/4/0/27/4/0,28/3/32/27/4/0/27/4/0,,,no,match
bobg__modver,cdxgen,27,27,27,27,60,60,yes,61,60,27/2/33/27/2/0/27/2/0,27/2/33/27/2/0/27/2/0,,,no,match
bobg__modver,cyclonedx-gomod,27,27,27,27,60,60,yes,61,60,28/0/32/27/1/0/27/1/0,28/0/32/27/1/0/27/1/0,,,no,match
bogem__id3v2,syft,1,1,1,1,2,2,yes,3,2,1/1/1/1/1/0/1/1/0,1/1/1/1/1/0/1/1/0,,,no,match
bogem__id3v2,trivy,1,1,1,1,2,2,yes,3,2,2/9/0/1/10/0/1/10/0,2/9/0/1/10/0/1/10/0,,,no,match
bogem__id3v2,cdxgen,1,1,1,1,2,2,yes,3,2,1/0/1/1/0/0/1/0/0,1/0/1/1/0/0/1/0/0,,,no,match
bogem__id3v2,cyclonedx-gomod,1,1,1,1,2,2,yes,3,2,1/0/1/1/0/0/1/0/0,1/0/1/1/0/0/1/0/0,,,no,match
bokwoon95__go-structured-query,syft,9,9,12,12,108,108,yes,109,108,12/0/96/9/3/0/12/0/0,12/0/96/9/3/0/12/0/0,,,no,match
bokwoon95__go-structured-query,trivy,9,9,12,12,108,108,yes,109,108,108/0/0/9/99/0/12/96/0,108/0/0/9/99/0/12/96/0,,,no,match
bokwoon95__go-structured-query,cdxgen,9,9,12,12,108,108,yes,109,108,9/0/99/9/0/0/9/0/3,9/0/99/9/0/0/9/0/3,,,no,match
bokwoon95__go-structured-query,cyclonedx-gomod,9,9,12,12,108,108,yes,109,108,10/0/98/9/1/0/9/1/3,10/0/98/9/1/0/9/1/3,,,no,match
borderstech__artifex,syft,1,1,4,4,5,5,yes,6,5,5/0/0/1/4/0/4/1/0,5/0/0/1/4/0/4/1/0,,,no,match
borderstech__artifex,trivy,1,1,4,4,5,5,yes,6,5,5/0/0/1/4/0/4/1/0,5/0/0/1/4/0/4/1/0,,,no,match
borderstech__artifex,cdxgen,1,1,4,4,5,5,yes,6,5,1/0/4/1/0/0/1/0/3,1/0/4/1/0/0/1/0/3,,,no,match
borderstech__artifex,cyclonedx-gomod,1,1,4,4,5,5,yes,6,5,1/0/4/1/0/0/1/0/3,1/0/4/1/0/0/1/0/3,,,no,match
born-ml__born,syft,9,9,13,13,16,16,yes,17,16,15/9/1/9/15/0/13/11/0,15/9/1/9/15/0/13/11/0,,,no,match
born-ml__born,trivy,9,9,13,13,16,16,yes,17,16,14/8/2/9/13/0/13/9/0,14/8/2/9/13/0/13/9/0,,,no,match
born-ml__born,cdxgen,9,9,13,13,16,16,yes,17,16,9/4/7/9/4/0/9/4/4,9/4/7/9/4/0/9/4/4,,,no,match
born-ml__born,cyclonedx-gomod,9,9,13,13,16,16,yes,17,16,10/0/6/9/1/0/9/1/4,10/0/6/9/1/0/9/1/4,,,no,match
box-cli-maker__box-cli-maker,syft,11,11,11,11,20,20,yes,20,19,13/0/7/11/2/0/11/2/0,12/0/7/11/1/0/11/1/0,13/0/7/11/2/0/11/2/0,,predicted,july_main_bug
box-cli-maker__box-cli-maker,trivy,11,11,11,11,20,20,yes,20,19,13/0/7/11/2/0/11/2/0,12/0/7/11/1/0/11/1/0,13/0/7/11/2/0/11/2/0,,predicted,july_main_bug
box-cli-maker__box-cli-maker,cdxgen,11,11,11,11,20,20,yes,20,19,11/0/9/11/0/0/11/0/0,11/0/8/11/0/0/11/0/0,11/0/9/11/0/0/11/0/0,,predicted,july_main_bug
box-cli-maker__box-cli-maker,cyclonedx-gomod,11,11,11,11,20,20,yes,20,19,11/0/9/11/0/0/11/0/0,11/0/8/11/0/0/11/0/0,11/0/9/11/0/0/11/0/0,,predicted,july_main_bug
boxesandglue__bagme,syft,17,17,17,17,22,22,yes,23,22,17/0/5/17/0/0/17/0/0,17/0/5/17/0/0/17/0/0,,,no,match
boxesandglue__bagme,trivy,17,17,17,17,22,22,yes,23,22,17/0/5/17/0/0/17/0/0,17/0/5/17/0/0/17/0/0,,,no,match
boxesandglue__bagme,cdxgen,17,17,17,17,22,22,yes,23,22,17/0/5/17/0/0/17/0/0,17/0/5/17/0/0/17/0/0,,,no,match
boxesandglue__bagme,cyclonedx-gomod,17,17,17,17,22,22,yes,23,22,17/0/5/17/0/0/17/0/0,17/0/5/17/0/0/17/0/0,,,no,match
bozd4g__go-http-client,syft,1,1,5,5,7,7,yes,8,7,7/0/0/1/6/0/5/2/0,7/0/0/1/6/0/5/2/0,,,no,match
bozd4g__go-http-client,trivy,1,1,5,5,7,7,yes,8,7,6/0/1/1/5/0/5/1/0,6/0/1/1/5/0/5/1/0,,,no,match
bozd4g__go-http-client,cdxgen,1,1,5,5,7,7,yes,8,7,1/0/6/1/0/0/1/0/4,1/0/6/1/0/0/1/0/4,,,no,match
bozd4g__go-http-client,cyclonedx-gomod,1,1,5,5,7,7,yes,8,7,1/0/6/1/0/0/1/0/4,1/0/6/1/0/0/1/0/4,,,no,match
bradleyjkemp__cupaloy,syft,2,2,5,5,6,6,yes,7,6,6/0/0/2/4/0/5/1/0,6/0/0/2/4/0/5/1/0,,,no,match
bradleyjkemp__cupaloy,trivy,2,2,5,5,6,6,yes,7,6,6/0/0/2/4/0/5/1/0,6/0/0/2/4/0/5/1/0,,,no,match
bradleyjkemp__cupaloy,cdxgen,2,2,5,5,6,6,yes,7,6,2/0/4/2/0/0/2/0/3,2/0/4/2/0/0/2/0/3,,,no,match
bradleyjkemp__cupaloy,cyclonedx-gomod,2,2,5,5,6,6,yes,7,6,2/0/4/2/0/0/2/0/3,2/0/4/2/0/0/2/0/3,,,no,match
brandonyoungdev__tldx,syft,48,48,52,52,72,72,yes,73,72,64/0/8/48/16/0/52/12/0,64/0/8/48/16/0/52/12/0,,,no,match
brandonyoungdev__tldx,trivy,48,48,52,52,72,72,yes,73,72,53/0/19/48/5/0/52/1/0,53/0/19/48/5/0/52/1/0,,,no,match
brandonyoungdev__tldx,cdxgen,48,48,52,52,72,72,yes,73,72,48/0/24/48/0/0/48/0/4,48/0/24/48/0/0/48/0/4,,,no,match
brandonyoungdev__tldx,cyclonedx-gomod,48,48,52,52,72,72,yes,73,72,49/0/23/48/1/0/48/1/4,49/0/23/48/1/0/48/1/4,,,no,match
briandowns__spinner,syft,5,5,5,5,5,5,yes,6,5,5/0/0/5/0/0/5/0/0,5/0/0/5/0/0/5/0/0,,,no,match
briandowns__spinner,trivy,5,5,5,5,5,5,yes,6,5,5/0/0/5/0/0/5/0/0,5/0/0/5/0/0/5/0/0,,,no,match
briandowns__spinner,cdxgen,5,5,5,5,5,5,yes,6,5,5/0/0/5/0/0/5/0/0,5/0/0/5/0/0/5/0/0,,,no,match
briandowns__spinner,cyclonedx-gomod,5,5,5,5,5,5,yes,6,5,5/0/0/5/0/0/5/0/0,5/0/0/5/0/0/5/0/0,,,no,match
bsm__redeo,syft,1,1,3,3,3,3,yes,4,3,3/0/0/1/2/0/3/0/0,3/0/0/1/2/0/3/0/0,,,no,match
bsm__redeo,trivy,1,1,3,3,3,3,yes,4,3,3/0/0/1/2/0/3/0/0,3/0/0/1/2/0/3/0/0,,,no,match
bsm__redeo,cdxgen,1,1,3,3,3,3,yes,4,3,1/0/2/1/0/0/1/0/2,1/0/2/1/0/0/1/0/2,,,no,match
bsm__redeo,cyclonedx-gomod,1,1,3,3,3,3,yes,4,3,1/0/2/1/0/0/1/0/2,1/0/2/1/0/0/1/0/2,,,no,match
btnguyen2k__gocosmos,syft,6,6,7,7,7,7,yes,8,7,7/1/0/6/2/0/7/1/0,7/1/0/6/2/0/7/1/0,,,no,match
btnguyen2k__gocosmos,trivy,6,6,7,7,7,7,yes,8,7,7/1/0/6/2/0/7/1/0,7/1/0/6/2/0/7/1/0,,,no,match
btnguyen2k__gocosmos,cdxgen,6,6,7,7,7,7,yes,8,7,6/0/1/6/0/0/6/0/1,6/0/1/6/0/0/6/0/1,,,no,match
btnguyen2k__gocosmos,cyclonedx-gomod,6,6,7,7,7,7,yes,8,7,6/0/1/6/0/0/6/0/1,6/0/1/6/0/0/6/0/1,,,no,match
bykof__gostradamus,syft,1,1,5,5,7,7,yes,8,7,6/0/1/1/5/0/5/1/0,6/0/1/1/5/0/5/1/0,,,no,match
bykof__gostradamus,trivy,1,1,5,5,7,7,yes,8,7,5/0/2/1/4/0/5/0/0,5/0/2/1/4/0/5/0/0,,,no,match
bykof__gostradamus,cdxgen,1,1,5,5,7,7,yes,8,7,1/0/6/1/0/0/1/0/4,1/0/6/1/0/0/1/0/4,,,no,match
bykof__gostradamus,cyclonedx-gomod,1,1,5,5,7,7,yes,8,7,1/0/6/1/0/0/1/0/4,1/0/6/1/0/0/1/0/4,,,no,match
bytebase__bytebase,syft,321,321,324,324,983,983,yes,984,983,470/10/513/313/167/8/316/164/8,470/10/513/313/167/8/316/164/8,,,no,match
bytebase__bytebase,trivy,321,321,324,324,983,983,yes,984,983,343/8/640/313/38/8/316/35/8,343/8/640/313/38/8/316/35/8,,,no,match
bytebase__bytebase,cdxgen,321,321,324,324,983,983,yes,984,983,321/0/662/321/0/0/321/0/3,321/0/662/321/0/0/321/0/3,,,no,match
bytebase__bytebase,cyclonedx-gomod,321,321,324,324,983,983,yes,984,983,335/8/648/309/34/12/309/34/15,335/8/648/309/34/12/309/34/15,,,no,match
c-bata__go-prompt,syft,3,3,3,3,7,7,yes,8,7,5/0/2/3/2/0/3/2/0,5/0/2/3/2/0/3/2/0,,,no,match
c-bata__go-prompt,trivy,3,3,3,3,7,7,yes,8,7,7/0/0/3/4/0/3/4/0,7/0/0/3/4/0/3/4/0,,,no,match
c-bata__go-prompt,cdxgen,3,3,3,3,7,7,yes,8,7,3/0/4/3/0/0/3/0/0,3/0/4/3/0/0/3/0/0,,,no,match
c-bata__go-prompt,cyclonedx-gomod,3,3,3,3,7,7,yes,8,7,6/0/1/3/3/0/3/3/0,6/0/1/3/3/0/3/3/0,,,no,match
cabify__gotoprom,syft,10,10,15,15,48,48,yes,49,48,20/0/28/10/10/0/15/5/0,20/0/28/10/10/0/15/5/0,,,no,match
cabify__gotoprom,trivy,10,10,15,15,48,48,yes,49,48,48/0/0/10/38/0/15/33/0,48/0/0/10/38/0/15/33/0,,,no,match
cabify__gotoprom,cdxgen,10,10,15,15,48,48,yes,49,48,10/0/38/10/0/0/10/0/5,10/0/38/10/0/0/10/0/5,,,no,match
cabify__gotoprom,cyclonedx-gomod,10,10,15,15,48,48,yes,49,48,10/0/38/10/0/0/10/0/5,10/0/38/10/0/0/10/0/5,,,no,match
cabify__logrusiowriter,syft,2,2,2,2,8,8,yes,9,8,7/0/1/2/5/0/2/5/0,7/0/1/2/5/0/2/5/0,,,no,match
cabify__logrusiowriter,trivy,2,2,2,2,8,8,yes,9,8,8/0/0/2/6/0/2/6/0,8/0/0/2/6/0/2/6/0,,,no,match
cabify__logrusiowriter,cdxgen,2,2,2,2,8,8,yes,9,8,2/0/6/2/0/0/2/0/0,2/0/6/2/0/0/2/0/0,,,no,match
cabify__logrusiowriter,cyclonedx-gomod,2,2,2,2,8,8,yes,9,8,2/0/6/2/0/0/2/0/0,2/0/6/2/0/0/2/0/0,,,no,match
cabify__timex,syft,5,5,5,5,6,6,yes,7,6,6/0/0/5/1/0/5/1/0,6/0/0/5/1/0/5/1/0,,,no,match
cabify__timex,trivy,5,5,5,5,6,6,yes,7,6,6/0/0/5/1/0/5/1/0,6/0/0/5/1/0/5/1/0,,,no,match
cabify__timex,cdxgen,5,5,5,5,6,6,yes,7,6,5/0/1/5/0/0/5/0/0,5/0/1/5/0/0/5/0/0,,,no,match
cabify__timex,cyclonedx-gomod,5,5,5,5,6,6,yes,7,6,4/0/2/4/0/1/4/0/1,4/0/2/4/0/1/4/0/1,,,no,match
caddyserver__caddy,syft,159,159,163,163,549,549,yes,550,549,218/0/331/159/59/0/163/55/0,218/0/331/159/59/0/163/55/0,,,no,match
caddyserver__caddy,trivy,159,159,163,163,549,549,yes,550,549,169/0/380/159/10/0/163/6/0,169/0/380/159/10/0/163/6/0,,,no,match
caddyserver__caddy,cdxgen,159,159,163,163,549,549,yes,550,549,159/0/390/159/0/0/159/0/4,159/0/390/159/0/0/159/0/4,,,no,match
caddyserver__caddy,cyclonedx-gomod,159,159,163,163,549,549,yes,550,549,165/0/384/159/6/0/159/6/4,165/0/384/159/6/0/159/6/4,,,no,match
catchplay__scaffold,syft,2,2,6,6,8,8,yes,9,8,7/0/1/2/5/0/6/1/0,7/0/1/2/5/0/6/1/0,,,no,match
catchplay__scaffold,trivy,2,2,6,6,8,8,yes,9,8,6/0/2/2/4/0/6/0/0,6/0/2/2/4/0/6/0/0,,,no,match
catchplay__scaffold,cdxgen,2,2,6,6,8,8,yes,9,8,2/0/6/2/0/0/2/0/4,2/0/6/2/0/0/2/0/4,,,no,match
catchplay__scaffold,cyclonedx-gomod,2,2,6,6,8,8,yes,9,8,2/0/6/2/0/0/2/0/4,2/0/6/2/0/0/2/0/4,,,no,match
ccbrown__api-fu,syft,11,11,15,15,28,28,yes,29,28,25/24/3/11/38/0/15/34/0,25/24/3/11/38/0/15/34/0,,,no,match
ccbrown__api-fu,trivy,11,11,15,15,28,28,yes,29,28,28/57/0/11/74/0/15/70/0,28/57/0/11/74/0/15/70/0,,,no,match
ccbrown__api-fu,cdxgen,11,11,15,15,28,28,yes,29,28,12/12/16/11/13/0/11/13/4,12/12/16/11/13/0/11/13/4,,,no,match
ccbrown__api-fu,cyclonedx-gomod,11,11,15,15,28,28,yes,29,28,15/0/13/11/4/0/11/4/4,15/0/13/11/4/0/11/4/4,,,no,match
centerorbit__depcharge,syft,4,4,7,7,15,15,yes,16,15,9/0/6/4/5/0/7/2/0,9/0/6/4/5/0/7/2/0,,,no,match
centerorbit__depcharge,trivy,4,4,7,7,15,15,yes,16,15,15/0/0/4/11/0/7/8/0,15/0/0/4/11/0/7/8/0,,,no,match
centerorbit__depcharge,cdxgen,4,4,7,7,15,15,yes,16,15,4/0/11/4/0/0/4/0/3,4/0/11/4/0/0/4/0/3,,,no,match
centerorbit__depcharge,cyclonedx-gomod,4,4,7,7,15,15,yes,16,15,4/0/11/4/0/0/4/0/3,4/0/11/4/0/0/4/0/3,,,no,match
chaindead__modup,syft,27,27,27,27,44,44,yes,45,44,37/0/7/27/10/0/27/10/0,37/0/7/27/10/0/27/10/0,,,no,match
chaindead__modup,trivy,27,27,27,27,44,44,yes,45,44,31/0/13/27/4/0/27/4/0,31/0/13/27/4/0/27/4/0,,,no,match
chaindead__modup,cdxgen,27,27,27,27,44,44,yes,45,44,27/0/17/27/0/0/27/0/0,27/0/17/27/0/0/27/0/0,,,no,match
chaindead__modup,cyclonedx-gomod,27,27,27,27,44,44,yes,45,44,30/0/14/27/3/0/27/3/0,30/0/14/27/3/0/27/3/0,,,no,match
chainifynet__aws-encryption-sdk-go,syft,19,19,24,24,32,32,yes,33,32,25/10/7/19/16/0/24/11/0,25/10/7/19/16/0/24/11/0,,,no,match
chainifynet__aws-encryption-sdk-go,trivy,19,19,24,24,32,32,yes,33,32,24/10/8/19/15/0/24/10/0,24/10/8/19/15/0/24/10/0,,,no,match
chainifynet__aws-encryption-sdk-go,cdxgen,19,19,24,24,32,32,yes,33,32,19/0/13/19/0/0/19/0/5,19/0/13/19/0/0/19/0/5,,,no,match
chainifynet__aws-encryption-sdk-go,cyclonedx-gomod,19,19,24,24,32,32,yes,33,32,24/0/8/19/5/0/24/0/0,24/0/8/19/5/0/24/0/0,,,no,match
chanify__chanify,syft,42,42,43,43,167,167,yes,168,167,76/0/91/42/34/0/43/33/0,76/0/91/42/34/0/43/33/0,,,no,match
chanify__chanify,trivy,42,42,43,43,167,167,yes,168,167,62/0/105/42/20/0/43/19/0,62/0/105/42/20/0/43/19/0,,,no,match
chanify__chanify,cdxgen,42,42,43,43,167,167,yes,168,167,42/0/125/42/0/0/42/0/1,42/0/125/42/0/0/42/0/1,,,no,match
chanify__chanify,cyclonedx-gomod,42,42,43,43,167,167,yes,168,167,61/0/106/42/19/0/42/19/1,61/0/106/42/19/0/42/19/1,,,no,match
charmbracelet__wish,syft,43,43,45,45,80,80,yes,81,80,67/10/13/43/34/0/45/32/0,67/10/13/43/34/0/45/32/0,,,no,match
charmbracelet__wish,trivy,43,43,45,45,80,80,yes,81,80,49/9/31/43/15/0/45/13/0,49/9/31/43/15/0/45/13/0,,,no,match
charmbracelet__wish,cdxgen,43,43,45,45,80,80,yes,81,80,43/7/37/43/7/0/43/7/2,43/7/37/43/7/0/43/7/2,,,no,match
charmbracelet__wish,cyclonedx-gomod,43,43,45,45,80,80,yes,81,80,46/0/34/42/4/1/42/4/3,46/0/34/42/4/1/42/4/3,,,no,match
chenquan__go-pkg,syft,2,2,7,7,22,22,yes,23,22,10/0/12/2/8/0/7/3/0,10/0/12/2/8/0/7/3/0,,,no,match
chenquan__go-pkg,trivy,2,2,7,7,22,22,yes,23,22,22/0/0/2/20/0/7/15/0,22/0/0/2/20/0/7/15/0,,,no,match
chenquan__go-pkg,cdxgen,2,2,7,7,22,22,yes,23,22,2/0/20/2/0/0/2/0/5,2/0/20/2/0/0/2/0/5,,,no,match
chenquan__go-pkg,cyclonedx-gomod,2,2,7,7,22,22,yes,23,22,2/0/20/2/0/0/2/0/5,2/0/20/2/0/0/2/0/5,,,no,match
chrislusf__gleam,syft,68,68,68,68,278,278,yes,279,278,96/0/182/68/28/0/68/28/0,96/0/182/68/28/0/68/28/0,,,no,match
chrislusf__gleam,trivy,68,68,68,68,278,278,yes,279,278,70/0/208/68/2/0/68/2/0,70/0/208/68/2/0/68/2/0,,,no,match
chrislusf__gleam,cdxgen,68,68,68,68,278,278,yes,279,278,68/0/210/68/0/0/68/0/0,68/0/210/68/0/0/68/0/0,,,no,match
chrislusf__gleam,cyclonedx-gomod,68,68,68,68,278,278,yes,279,278,69/0/209/68/1/0/68/1/0,69/0/209/68/1/0/68/1/0,,,no,match
chrislusf__seaweedfs,syft,318,318,322,322,1163,1163,yes,1164,1163,562/11/601/318/255/0/322/251/0,562/11/601/318/255/0/322/251/0,,,no,match
chrislusf__seaweedfs,trivy,318,318,322,322,1163,1163,yes,1164,1163,NA,NA,,,no,match
chrislusf__seaweedfs,cdxgen,318,318,322,322,1163,1163,yes,1164,1163,NA,NA,,,no,match
chrislusf__seaweedfs,cyclonedx-gomod,318,318,322,322,1163,1163,yes,1164,1163,469/0/694/315/154/3/315/154/7,469/0/694/315/154/3/315/154/7,,,no,match
cilium__ebpf,syft,7,7,12,12,86,86,yes,87,86,37/0/49/7/30/0/12/25/0,37/0/49/7/30/0/12/25/0,,,no,match
cilium__ebpf,trivy,7,7,12,12,86,86,yes,87,86,35/0/51/7/28/0/12/23/0,35/0/51/7/28/0/12/23/0,,,no,match
cilium__ebpf,cdxgen,7,7,12,12,86,86,yes,87,86,7/0/79/7/0/0/7/0/5,7/0/79/7/0/0/7/0/5,,,no,match
cilium__ebpf,cyclonedx-gomod,7,7,12,12,86,86,yes,87,86,25/0/61/6/19/1/6/19/6,25/0/61/6/19/1/6/19/6,,,no,match
circa10a__go-aws-news,syft,32,32,36,36,48,48,yes,49,48,40/0/8/32/8/0/36/4/0,40/0/8/32/8/0/36/4/0,,,no,match
circa10a__go-aws-news,trivy,32,32,36,36,48,48,yes,49,48,39/0/9/32/7/0/36/3/0,39/0/9/32/7/0/36/3/0,,,no,match
circa10a__go-aws-news,cdxgen,32,32,36,36,48,48,yes,49,48,32/0/16/32/0/0/32/0/4,32/0/16/32/0/0/32/0/4,,,no,match
circa10a__go-aws-news,cyclonedx-gomod,32,32,36,36,48,48,yes,49,48,32/0/16/32/0/0/32/0/4,32/0/16/32/0/0/32/0/4,,,no,match
clevabit__libgoffi,syft,1,1,1,1,1,1,yes,2,1,1/0/0/1/0/0/1/0/0,1/0/0/1/0/0/1/0/0,,,no,match
clevabit__libgoffi,trivy,1,1,1,1,1,1,yes,2,1,1/0/0/1/0/0/1/0/0,1/0/0/1/0/0/1/0/0,,,no,match
clevabit__libgoffi,cdxgen,1,1,1,1,1,1,yes,2,1,1/0/0/1/0/0/1/0/0,1/0/0/1/0/0/1/0/0,,,no,match
clevabit__libgoffi,cyclonedx-gomod,1,1,1,1,1,1,yes,2,1,1/0/0/1/0/0/1/0/0,1/0/0/1/0/0/1/0/0,,,no,match
cloudquery__cloudquery,syft,149,149,149,149,364,364,yes,365,364,248/155/116/149/254/0/149/254/0,248/155/116/149/254/0/149/254/0,,,no,match
cloudquery__cloudquery,trivy,149,149,149,149,364,364,yes,365,364,215/136/149/149/202/0/149/202/0,215/136/149/149/202/0/149/202/0,,,no,match
cloudquery__cloudquery,cdxgen,149,149,149,149,364,364,yes,365,364,204/91/160/149/146/0/149/146/0,204/91/160/149/146/0/149/146/0,,,no,match
cloudquery__cloudquery,cyclonedx-gomod,149,149,149,149,364,364,yes,365,364,151/0/213/149/2/0/149/2/0,151/0/213/149/2/0/149/2/0,,,no,match
cmd-stream__cmd-stream-go,syft,7,7,7,7,11,11,yes,12,11,7/0/4/7/0/0/7/0/0,7/0/4/7/0/0/7/0/0,,,no,match
cmd-stream__cmd-stream-go,trivy,7,7,7,7,11,11,yes,12,11,7/0/4/7/0/0/7/0/0,7/0/4/7/0/0/7/0/0,,,no,match
cmd-stream__cmd-stream-go,cdxgen,7,7,7,7,11,11,yes,12,11,7/0/4/7/0/0/7/0/0,7/0/4/7/0/0/7/0/0,,,no,match
cmd-stream__cmd-stream-go,cyclonedx-gomod,7,7,7,7,11,11,yes,12,11,7/0/4/7/0/0/7/0/0,7/0/4/7/0/0/7/0/0,,,no,match
cockroachdb__cockroach,syft,401,401,407,407,1166,1166,yes,1167,1166,535/12/631/393/154/8/399/148/8,535/12/631/393/154/8/399/148/8,,,no,match
cockroachdb__cockroach,trivy,401,401,407,407,1166,1166,yes,1167,1166,473/15/693/393/95/8/399/89/8,473/15/693/393/95/8/399/89/8,,,no,match
