repo,all,imported,tool,predicted,tp_all,fp_all,fn_all,f1_all_name,f1_all_ver,tp_imp,fp_imp,fn_imp,f1_imp_name,f1_imp_ver
cdipaolo__goml,8,1,cyclonedx-gomod,1,1,0,7,22.2,22.2,1,0,0,100.0,100.0
cenkalti__rain,447,41,syft,66,66,0,381,25.7,25.0,41,25,0,76.6,72.9
cenkalti__rain,447,41,trivy,61,61,0,386,24.0,23.2,41,20,0,80.4,76.5
cenkalti__rain,447,41,cdxgen,41,41,0,406,16.8,16.0,41,0,0,100.0,95.1
cenkalti__rain,447,41,cyclonedx-gomod,42,42,0,405,17.2,17.2,41,1,0,98.8,98.8
centerorbit__depcharge,15,4,syft,9,9,0,6,75.0,75.0,4,5,0,61.5,61.5
centerorbit__depcharge,15,4,trivy,15,15,0,0,100.0,100.0,4,11,0,42.1,42.1
centerorbit__depcharge,15,4,cdxgen,4,4,0,11,42.1,42.1,4,0,0,100.0,100.0
centerorbit__depcharge,15,4,cyclonedx-gomod,4,4,0,11,42.1,42.1,4,0,0,100.0,100.0
centrifugal__centrifugo,332,133,syft,169,169,0,163,67.5,67.5,133,36,0,88.1,88.1
centrifugal__centrifugo,332,133,trivy,135,135,0,197,57.8,57.8,133,2,0,99.3,99.3
centrifugal__centrifugo,332,133,cdxgen,133,133,0,199,57.2,57.2,133,0,0,100.0,100.0
centrifugal__centrifugo,332,133,cyclonedx-gomod,131,131,0,201,56.6,56.6,130,1,3,98.5,98.5
ceshihao__windowsupdate,2,1,syft,5,2,3,0,57.1,57.1,1,4,0,33.3,33.3
ceshihao__windowsupdate,2,1,trivy,5,2,3,0,57.1,57.1,1,4,0,33.3,33.3
ceshihao__windowsupdate,2,1,cdxgen,2,1,1,1,50.0,50.0,1,1,0,66.7,66.7
ceshihao__windowsupdate,2,1,cyclonedx-gomod,2,2,0,0,100.0,100.0,1,1,0,66.7,66.7
chaindead__modup,44,27,syft,37,37,0,7,91.4,91.4,27,10,0,84.4,84.4
chaindead__modup,44,27,trivy,31,31,0,13,82.7,82.7,27,4,0,93.1,93.1
chaindead__modup,44,27,cdxgen,27,27,0,17,76.1,76.1,27,0,0,100.0,100.0
chaindead__modup,44,27,cyclonedx-gomod,30,30,0,14,81.1,81.1,27,3,0,94.7,94.7
chaindead__zerocfg,7,2,syft,6,6,0,1,92.3,92.3,2,4,0,50.0,50.0
chaindead__zerocfg,7,2,trivy,5,5,0,2,83.3,83.3,2,3,0,57.1,57.1
chaindead__zerocfg,7,2,cdxgen,2,2,0,5,44.4,44.4,2,0,0,100.0,100.0
chaindead__zerocfg,7,2,cyclonedx-gomod,2,2,0,5,44.4,44.4,2,0,0,100.0,100.0
chainifynet__aws-encryption-sdk-go,32,19,syft,35,25,10,7,74.6,74.6,19,16,0,70.4,70.4
chainifynet__aws-encryption-sdk-go,32,19,trivy,34,24,10,8,72.7,42.4,19,15,0,71.7,34.0
chainifynet__aws-encryption-sdk-go,32,19,cdxgen,19,19,0,13,74.5,74.5,19,0,0,100.0,100.0
chainifynet__aws-encryption-sdk-go,32,19,cyclonedx-gomod,24,24,0,8,85.7,85.7,19,5,0,88.4,88.4
chanify__chanify,167,42,syft,76,76,0,91,62.6,62.6,42,34,0,71.2,71.2
chanify__chanify,167,42,trivy,62,62,0,105,54.1,54.1,42,20,0,80.8,80.8
chanify__chanify,167,42,cdxgen,42,42,0,125,40.2,40.2,42,0,0,100.0,100.0
chanify__chanify,167,42,cyclonedx-gomod,61,61,0,106,53.5,53.5,42,19,0,81.6,81.6
chapar-rest__chapar,142,62,syft,95,95,0,47,80.2,79.3,62,33,0,79.0,77.7
chapar-rest__chapar,142,62,trivy,74,74,0,68,68.5,67.6,62,12,0,91.2,89.7
chapar-rest__chapar,142,62,cdxgen,74,74,0,68,68.5,67.6,62,12,0,91.2,89.7
chapar-rest__chapar,142,62,cyclonedx-gomod,64,64,0,78,62.1,62.1,62,2,0,98.4,98.4
charlievieth__strcase,1,1,syft,13,1,12,0,14.3,0.0,1,12,0,14.3,0.0
charlievieth__strcase,1,1,trivy,12,1,11,0,15.4,0.0,1,11,0,15.4,0.0
charlievieth__strcase,1,1,cdxgen,7,1,6,0,25.0,25.0,1,6,0,25.0,25.0
charlievieth__strcase,1,1,cyclonedx-gomod,1,1,0,0,100.0,100.0,1,0,0,100.0,100.0
charmbracelet__bubbles,30,21,syft,26,26,0,4,92.9,92.9,21,5,0,89.4,89.4
charmbracelet__bubbles,30,21,trivy,24,24,0,6,88.9,88.9,21,3,0,93.3,93.3
charmbracelet__bubbles,30,21,cdxgen,21,21,0,9,82.4,82.4,21,0,0,100.0,100.0
charmbracelet__bubbles,30,21,cyclonedx-gomod,21,21,0,9,82.4,82.4,21,0,0,100.0,100.0
charmbracelet__bubbletea,20,15,syft,45,19,26,1,58.5,33.8,15,30,0,50.0,23.3
charmbracelet__bubbletea,20,15,trivy,41,19,22,1,62.3,59.0,15,26,0,53.6,53.6
charmbracelet__bubbletea,20,15,cdxgen,0,0,0,20,0.0,0.0,0,0,15,0.0,0.0
charmbracelet__bubbletea,20,15,cyclonedx-gomod,15,15,0,5,85.7,85.7,15,0,0,100.0,100.0
charmbracelet__lipgloss,23,15,syft,37,18,19,5,60.0,60.0,15,22,0,57.7,57.7
charmbracelet__lipgloss,23,15,trivy,31,18,13,5,66.7,66.7,15,16,0,65.2,65.2
charmbracelet__lipgloss,23,15,cdxgen,25,15,10,8,62.5,62.5,15,10,0,75.0,75.0
charmbracelet__lipgloss,23,15,cyclonedx-gomod,15,15,0,8,78.9,78.9,15,0,0,100.0,100.0
charmbracelet__wish,80,43,syft,77,67,10,13,85.4,85.4,43,34,0,71.7,71.7
charmbracelet__wish,80,43,trivy,58,49,9,31,71.0,71.0,43,15,0,85.1,85.1
charmbracelet__wish,80,43,cdxgen,50,43,7,37,66.2,66.2,43,7,0,92.5,92.5
charmbracelet__wish,80,43,cyclonedx-gomod,46,46,0,34,73.0,73.0,42,4,1,94.4,94.4
checkr__flagr,511,159,syft,205,205,0,306,57.3,55.3,159,46,0,87.4,84.1
checkr__flagr,511,159,trivy,173,173,0,338,50.6,48.8,159,14,0,95.8,92.2
checkr__flagr,511,159,cdxgen,159,159,0,352,47.5,45.7,159,0,0,100.0,96.2
checkr__flagr,511,159,cyclonedx-gomod,165,165,0,346,48.8,48.8,159,6,0,98.1,98.1
chenmingyong0423__go-mongox,24,9,syft,16,16,0,8,80.0,80.0,9,7,0,72.0,72.0
chenmingyong0423__go-mongox,24,9,trivy,14,14,0,10,73.7,73.7,9,5,0,78.3,78.3
chenmingyong0423__go-mongox,24,9,cdxgen,9,9,0,15,54.5,54.5,9,0,0,100.0,100.0
chenmingyong0423__go-mongox,24,9,cyclonedx-gomod,10,10,0,14,58.8,58.8,9,1,0,94.7,94.7
chenquan__go-pkg,22,2,syft,10,10,0,12,62.5,62.5,2,8,0,33.3,33.3
chenquan__go-pkg,22,2,trivy,22,22,0,0,100.0,100.0,2,20,0,16.7,16.7
chenquan__go-pkg,22,2,cdxgen,2,2,0,20,16.7,16.7,2,0,0,100.0,100.0
chenquan__go-pkg,22,2,cyclonedx-gomod,2,2,0,20,16.7,16.7,2,0,0,100.0,100.0
cheshir__go-mq,416,5,syft,10,10,0,406,4.7,4.7,5,5,0,66.7,66.7
cheshir__go-mq,416,5,trivy,416,416,0,0,100.0,95.7,5,411,0,2.4,2.4
cheshir__go-mq,416,5,cdxgen,5,5,0,411,2.4,2.4,5,0,0,100.0,100.0
cheshir__go-mq,416,5,cyclonedx-gomod,5,5,0,411,2.4,2.4,5,0,0,100.0,100.0
chrislusf__gleam,278,68,syft,96,96,0,182,51.3,51.3,68,28,0,82.9,82.9
chrislusf__gleam,278,68,trivy,70,70,0,208,40.2,40.2,68,2,0,98.6,98.6
chrislusf__gleam,278,68,cdxgen,68,68,0,210,39.3,39.3,68,0,0,100.0,100.0
chrislusf__gleam,278,68,cyclonedx-gomod,69,69,0,209,39.8,39.8,68,1,0,99.3,99.3
chrislusf__seaweedfs,1163,318,syft,573,562,11,601,64.7,56.0,318,255,0,71.4,59.9
chrislusf__seaweedfs,1163,318,trivy,0,0,0,1163,0.0,0.0,0,0,318,0.0,0.0
chrislusf__seaweedfs,1163,318,cdxgen,0,0,0,1163,0.0,0.0,0,0,318,0.0,0.0
chrislusf__seaweedfs,1163,318,cyclonedx-gomod,469,469,0,694,57.5,57.5,315,154,3,80.1,80.1
chrispassas__nfdump,1,1,syft,1,1,0,0,100.0,100.0,1,0,0,100.0,100.0
chrispassas__nfdump,1,1,trivy,2,1,1,0,66.7,66.7,1,1,0,66.7,66.7
chrispassas__nfdump,1,1,cdxgen,1,1,0,0,100.0,100.0,1,0,0,100.0,100.0
chrispassas__nfdump,1,1,cyclonedx-gomod,1,1,0,0,100.0,100.0,1,0,0,100.0,100.0
chrispassas__silk,2,2,syft,2,2,0,0,100.0,100.0,2,0,0,100.0,100.0
chrispassas__silk,2,2,trivy,2,2,0,0,100.0,100.0,2,0,0,100.0,100.0
chrispassas__silk,2,2,cdxgen,2,2,0,0,100.0,100.0,2,0,0,100.0,100.0
chrispassas__silk,2,2,cyclonedx-gomod,2,2,0,0,100.0,100.0,2,0,0,100.0,100.0
cilium__ebpf,86,7,syft,37,37,0,49,60.2,56.9,7,30,0,31.8,31.8
cilium__ebpf,86,7,trivy,35,35,0,51,57.9,54.5,7,28,0,33.3,33.3
cilium__ebpf,86,7,cdxgen,7,7,0,79,15.1,15.1,7,0,0,100.0,100.0
cilium__ebpf,86,7,cyclonedx-gomod,25,25,0,61,45.0,45.0,6,19,1,37.5,37.5
circa10a__go-aws-news,48,32,syft,40,40,0,8,90.9,90.9,32,8,0,88.9,88.9
circa10a__go-aws-news,48,32,trivy,39,39,0,9,89.7,89.7,32,7,0,90.1,90.1
circa10a__go-aws-news,48,32,cdxgen,32,32,0,16,80.0,80.0,32,0,0,100.0,100.0
circa10a__go-aws-news,48,32,cyclonedx-gomod,32,32,0,16,80.0,80.0,32,0,0,100.0,100.0
claygod__coffer,20,3,syft,14,14,0,6,82.4,82.4,3,11,0,35.3,35.3
claygod__coffer,20,3,trivy,10,10,0,10,66.7,66.7,3,7,0,46.2,46.2
claygod__coffer,20,3,cdxgen,3,3,0,17,26.1,26.1,3,0,0,100.0,100.0
claygod__coffer,20,3,cyclonedx-gomod,9,9,0,11,62.1,62.1,3,6,0,50.0,50.0
claygod__microservice,68,30,syft,38,38,0,30,71.7,71.7,30,8,0,88.2,88.2
claygod__microservice,68,30,trivy,31,31,0,37,62.6,62.6,30,1,0,98.4,98.4
claygod__microservice,68,30,cdxgen,30,30,0,38,61.2,61.2,30,0,0,100.0,100.0
claygod__microservice,68,30,cyclonedx-gomod,30,30,0,38,61.2,61.2,30,0,0,100.0,100.0
clevabit__libgoffi,1,1,syft,1,1,0,0,100.0,100.0,1,0,0,100.0,100.0
clevabit__libgoffi,1,1,trivy,1,1,0,0,100.0,100.0,1,0,0,100.0,100.0
clevabit__libgoffi,1,1,cdxgen,1,1,0,0,100.0,100.0,1,0,0,100.0,100.0
clevabit__libgoffi,1,1,cyclonedx-gomod,1,1,0,0,100.0,100.0,1,0,0,100.0,100.0
clok__kemba,16,5,syft,11,11,0,5,81.5,81.5,5,6,0,62.5,62.5
clok__kemba,16,5,trivy,16,16,0,0,100.0,100.0,5,11,0,47.6,47.6
clok__kemba,16,5,cdxgen,5,5,0,11,47.6,47.6,5,0,0,100.0,100.0
clok__kemba,16,5,cyclonedx-gomod,6,6,0,10,54.5,54.5,5,1,0,90.9,90.9
cloudflare__cloudflared,160,68,syft,114,111,3,49,81.0,80.3,66,48,2,72.5,71.4
cloudflare__cloudflared,160,68,trivy,93,91,2,69,71.9,71.1,66,27,2,82.0,80.7
cloudflare__cloudflared,160,68,cdxgen,94,93,1,67,73.2,70.9,68,26,0,84.0,82.7
cloudflare__cloudflared,160,68,cyclonedx-gomod,78,76,2,84,63.9,63.9,66,12,2,90.4,90.4
cloudquery__cloudquery,363,151,syft,401,248,153,115,64.9,55.0,151,250,0,54.7,48.9
cloudquery__cloudquery,363,151,trivy,350,215,135,148,60.3,54.1,151,199,0,60.3,55.9
cloudquery__cloudquery,363,151,cdxgen,293,203,90,160,61.9,58.8,151,142,0,68.0,66.7
cloudquery__cloudquery,363,151,cyclonedx-gomod,153,153,0,210,59.3,59.3,151,2,0,99.3,99.3
cloudwego__hertz,36,13,syft,52,30,22,6,68.2,61.4,13,39,0,40.0,30.8
cloudwego__hertz,36,13,trivy,75,35,40,1,63.1,54.1,13,62,0,29.5,22.7
cloudwego__hertz,36,13,cdxgen,37,18,19,18,49.3,49.3,13,24,0,52.0,52.0
cloudwego__hertz,36,13,cyclonedx-gomod,15,15,0,21,58.8,58.8,12,3,1,85.7,85.7
cloudwego__kitex,80,41,syft,48,46,2,34,71.9,67.2,41,7,0,92.1,85.4
cloudwego__kitex,80,41,trivy,43,41,2,39,66.7,61.8,41,2,0,97.6,90.5
cloudwego__kitex,80,41,cdxgen,42,41,1,39,67.2,67.2,41,1,0,98.8,98.8
cloudwego__kitex,80,41,cyclonedx-gomod,41,41,0,39,67.8,67.8,41,0,0,100.0,100.0
cloudwego__netpoll,12,3,syft,7,7,0,5,73.7,73.7,3,4,0,60.0,60.0
cloudwego__netpoll,12,3,trivy,12,12,0,0,100.0,100.0,3,9,0,40.0,40.0
cloudwego__netpoll,12,3,cdxgen,3,3,0,9,40.0,40.0,3,0,0,100.0,100.0
cloudwego__netpoll,12,3,cyclonedx-gomod,3,3,0,9,40.0,40.0,3,0,0,100.0,100.0
cmd-stream__cmd-stream-go,11,7,syft,7,7,0,4,77.8,77.8,7,0,0,100.0,100.0
cmd-stream__cmd-stream-go,11,7,trivy,7,7,0,4,77.8,77.8,7,0,0,100.0,100.0
cmd-stream__cmd-stream-go,11,7,cdxgen,7,7,0,4,77.8,77.8,7,0,0,100.0,100.0
cmd-stream__cmd-stream-go,11,7,cyclonedx-gomod,7,7,0,4,77.8,77.8,7,0,0,100.0,100.0
cockroachdb__cockroach,1166,401,syft,547,535,12,631,62.5,59.2,393,154,8,82.9,78.7
cockroachdb__cockroach,1166,401,trivy,488,473,15,693,57.2,53.9,393,95,8,88.4,83.9
cockroachdb__cockroach,1166,401,cdxgen,492,481,11,685,58.0,55.5,401,91,0,89.8,87.8
cockroachdb__cockroach,1166,401,cyclonedx-gomod,472,463,9,703,56.5,56.5,391,81,10,89.6,89.6
cockroachdb__errors,172,17,syft,28,28,0,144,28.0,28.0,17,11,0,75.6,75.6
cockroachdb__errors,172,17,trivy,23,23,0,149,23.6,23.6,17,6,0,85.0,85.0
cockroachdb__errors,172,17,cdxgen,17,17,0,155,18.0,18.0,17,0,0,100.0,100.0
cockroachdb__errors,172,17,cyclonedx-gomod,16,16,0,156,17.0,17.0,16,0,1,97.0,97.0
cockroachdb__pebble,238,50,syft,73,65,8,173,41.8,38.6,50,23,0,81.3,78.0
cockroachdb__pebble,238,50,trivy,65,58,7,180,38.3,36.3,50,15,0,87.0,87.0
cockroachdb__pebble,238,50,cdxgen,52,51,1,187,35.2,34.5,50,2,0,98.0,98.0
cockroachdb__pebble,238,50,cyclonedx-gomod,48,48,0,190,33.6,33.6,47,1,3,95.9,95.9
codemodus__catena,6,6,syft,6,6,0,0,100.0,100.0,6,0,0,100.0,100.0
codemodus__catena,6,6,trivy,6,6,0,0,100.0,100.0,6,0,0,100.0,100.0
codemodus__catena,6,6,cdxgen,6,6,0,0,100.0,100.0,6,0,0,100.0,100.0
codemodus__catena,6,6,cyclonedx-gomod,6,6,0,0,100.0,100.0,6,0,0,100.0,100.0
codenotary__immudb,489,81,syft,167,152,15,337,46.3,35.1,80,87,1,64.5,48.4
codenotary__immudb,489,81,trivy,147,134,13,355,42.1,37.1,80,67,1,70.2,65.8
codenotary__immudb,489,81,cdxgen,143,135,8,354,42.7,38.9,81,62,0,72.3,72.3
codenotary__immudb,489,81,cyclonedx-gomod,106,105,1,384,35.3,35.3,78,28,3,83.4,82.4
codesenberg__bombardier,34,18,syft,27,27,0,7,88.5,85.2,18,9,0,80.0,75.6
codesenberg__bombardier,34,18,trivy,18,18,0,16,69.2,65.4,18,0,0,100.0,94.4
codesenberg__bombardier,34,18,cdxgen,18,18,0,16,69.2,65.4,18,0,0,100.0,94.4
codesenberg__bombardier,34,18,cyclonedx-gomod,18,18,0,16,69.2,69.2,18,0,0,100.0,100.0
codeship__codeship-go,264,1,syft,16,16,0,248,11.4,11.4,1,15,0,11.8,11.8
codeship__codeship-go,264,1,trivy,264,264,0,0,100.0,98.1,1,263,0,0.8,0.8
codeship__codeship-go,264,1,cdxgen,1,1,0,263,0.8,0.8,1,0,0,100.0,100.0
codeship__codeship-go,264,1,cyclonedx-gomod,0,0,0,264,0.0,0.0,0,0,1,0.0,0.0
codingconcepts__dg,14,5,syft,9,9,0,5,78.3,78.3,5,4,0,71.4,71.4
codingconcepts__dg,14,5,trivy,8,8,0,6,72.7,72.7,5,3,0,76.9,76.9
codingconcepts__dg,14,5,cdxgen,5,5,0,9,52.6,52.6,5,0,0,100.0,100.0
codingconcepts__dg,14,5,cyclonedx-gomod,5,5,0,9,52.6,52.6,5,0,0,100.0,100.0
codingsince1985__checksum,6,2,syft,3,3,0,3,66.7,66.7,2,1,0,80.0,80.0
codingsince1985__checksum,6,2,trivy,3,3,0,3,66.7,66.7,2,1,0,80.0,80.0
codingsince1985__checksum,6,2,cdxgen,2,2,0,4,50.0,50.0,2,0,0,100.0,100.0
codingsince1985__checksum,6,2,cyclonedx-gomod,2,2,0,4,50.0,50.0,2,0,0,100.0,100.0
codingsince1985__couchcache,21,10,syft,16,16,0,5,86.5,86.5,10,6,0,76.9,76.9
codingsince1985__couchcache,21,10,trivy,13,13,0,8,76.5,76.5,10,3,0,87.0,87.0
codingsince1985__couchcache,21,10,cdxgen,10,10,0,11,64.5,64.5,10,0,0,100.0,100.0
codingsince1985__couchcache,21,10,cyclonedx-gomod,10,10,0,11,64.5,64.5,10,0,0,100.0,100.0
codingsince1985__geo-golang,7,1,syft,6,6,0,1,92.3,76.9,1,5,0,28.6,0.0
codingsince1985__geo-golang,7,1,trivy,5,5,0,2,83.3,66.7,1,4,0,33.3,0.0
codingsince1985__geo-golang,7,1,cdxgen,1,1,0,6,25.0,0.0,1,0,0,100.0,0.0
codingsince1985__geo-golang,7,1,cyclonedx-gomod,1,1,0,6,25.0,25.0,1,0,0,100.0,100.0
cogentcore__core,121,65,syft,83,83,0,38,81.4,81.4,65,18,0,87.8,87.8
cogentcore__core,121,65,trivy,73,73,0,48,75.3,75.3,65,8,0,94.2,94.2
cogentcore__core,121,65,cdxgen,65,65,0,56,69.9,69.9,65,0,0,100.0,100.0
cogentcore__core,121,65,cyclonedx-gomod,70,70,0,51,73.3,73.3,65,5,0,96.3,96.3
coinpaprika__coinpaprika-api-go-client,8,1,syft,7,7,0,1,93.3,93.3,1,6,0,25.0,25.0
coinpaprika__coinpaprika-api-go-client,8,1,trivy,5,5,0,3,76.9,76.9,1,4,0,33.3,33.3
coinpaprika__coinpaprika-api-go-client,8,1,cdxgen,1,1,0,7,22.2,22.2,1,0,0,100.0,100.0
coinpaprika__coinpaprika-api-go-client,8,1,cyclonedx-gomod,1,1,0,7,22.2,22.2,1,0,0,100.0,100.0
cometbft__cometbft,438,143,syft,240,239,1,199,70.5,67.8,143,97,0,74.7,74.2
cometbft__cometbft,438,143,trivy,192,191,1,247,60.6,59.0,143,49,0,85.4,84.8
cometbft__cometbft,438,143,cdxgen,143,143,0,295,49.2,48.9,143,0,0,100.0,99.3
cometbft__cometbft,438,143,cyclonedx-gomod,173,173,0,265,56.6,56.6,142,31,1,89.9,89.9
confluentinc__confluent-kafka-go,282,93,syft,304,119,185,163,40.6,37.9,93,211,0,46.9,46.3
confluentinc__confluent-kafka-go,282,93,trivy,233,109,124,173,42.3,39.6,93,140,0,57.1,57.1
confluentinc__confluent-kafka-go,282,93,cdxgen,106,93,13,189,47.9,47.9,93,13,0,93.5,93.5
confluentinc__confluent-kafka-go,282,93,cyclonedx-gomod,96,96,0,186,50.8,50.8,93,3,0,98.4,98.4
connectordb__connectordb,246,46,syft,73,73,0,173,45.8,43.9,46,27,0,77.3,72.3
connectordb__connectordb,246,46,trivy,65,65,0,181,41.8,39.9,46,19,0,82.9,77.5
connectordb__connectordb,246,46,cdxgen,46,46,0,200,31.5,29.5,46,0,0,100.0,93.5
connectordb__connectordb,246,46,cyclonedx-gomod,46,46,0,200,31.5,31.5,42,4,4,91.3,91.3
consbio__mbtileserver,35,21,syft,27,27,0,8,87.1,87.1,21,6,0,87.5,87.5
consbio__mbtileserver,35,21,trivy,22,22,0,13,77.2,77.2,21,1,0,97.7,97.7
consbio__mbtileserver,35,21,cdxgen,21,21,0,14,75.0,75.0,21,0,0,100.0,100.0
consbio__mbtileserver,35,21,cyclonedx-gomod,22,22,0,13,77.2,77.2,21,1,0,97.7,97.7
containers__podman-tui,427,125,syft,186,186,0,241,60.7,59.4,125,61,0,80.4,79.1
containers__podman-tui,427,125,trivy,137,137,0,290,48.6,47.9,125,12,0,95.4,93.9
containers__podman-tui,427,125,cdxgen,137,137,0,290,48.6,47.9,125,12,0,95.4,93.9
containers__podman-tui,427,125,cyclonedx-gomod,127,127,0,300,45.8,45.8,124,3,1,98.4,98.4
containous__traefik,929,362,syft,481,473,8,456,67.1,66.1,359,122,3,85.2,84.0
containous__traefik,929,362,trivy,415,407,8,522,60.6,59.7,359,56,3,92.4,91.1
containous__traefik,929,362,cdxgen,363,362,1,567,56.0,55.0,362,1,0,99.9,98.8
containous__traefik,929,362,cyclonedx-gomod,358,355,3,574,55.2,55.0,348,10,14,96.7,96.4
containrrr__shoutrrr,64,29,syft,54,53,1,11,89.8,89.8,29,25,0,69.9,69.9
containrrr__shoutrrr,64,29,trivy,34,33,1,31,67.3,67.3,29,5,0,92.1,92.1
containrrr__shoutrrr,64,29,cdxgen,29,28,1,36,60.2,60.2,29,0,0,100.0,100.0
containrrr__shoutrrr,64,29,cyclonedx-gomod,32,31,1,33,64.6,64.6,29,3,0,95.1,95.1
corbym__gogiven,2,1,syft,2,2,0,0,100.0,100.0,1,1,0,66.7,66.7
corbym__gogiven,2,1,trivy,2,2,0,0,100.0,100.0,1,1,0,66.7,66.7
corbym__gogiven,2,1,cdxgen,1,1,0,1,66.7,66.7,1,0,0,100.0,100.0
corbym__gogiven,2,1,cyclonedx-gomod,1,1,0,1,66.7,66.7,1,0,0,100.0,100.0
coregx__coregex,2,2,syft,2,2,0,0,100.0,100.0,2,0,0,100.0,100.0
coregx__coregex,2,2,trivy,2,2,0,0,100.0,100.0,2,0,0,100.0,100.0
coregx__coregex,2,2,cdxgen,2,2,0,0,100.0,100.0,2,0,0,100.0,100.0
coregx__coregex,2,2,cyclonedx-gomod,2,2,0,0,100.0,100.0,2,0,0,100.0,100.0
coregx__fursy,2,2,syft,76,2,74,0,5.1,5.1,2,74,0,5.1,5.1
coregx__fursy,2,2,trivy,52,2,50,0,7.4,7.4,2,50,0,7.4,7.4
coregx__fursy,2,2,cdxgen,53,2,51,0,7.3,7.3,2,51,0,7.3,7.3
coregx__fursy,2,2,cyclonedx-gomod,2,2,0,0,100.0,100.0,2,0,0,100.0,100.0
coregx__gxpdf,27,11,syft,18,18,0,9,80.0,80.0,11,7,0,75.9,75.9
coregx__gxpdf,27,11,trivy,16,16,0,11,74.4,74.4,11,5,0,81.5,81.5
coregx__gxpdf,27,11,cdxgen,11,11,0,16,57.9,57.9,11,0,0,100.0,100.0
coregx__gxpdf,27,11,cyclonedx-gomod,12,12,0,15,61.5,61.5,11,1,0,95.7,95.7
corona10__goimagehash,1,1,syft,1,1,0,0,100.0,100.0,1,0,0,100.0,100.0
corona10__goimagehash,1,1,trivy,1,1,0,0,100.0,100.0,1,0,0,100.0,100.0
corona10__goimagehash,1,1,cdxgen,1,1,0,0,100.0,100.0,1,0,0,100.0,100.0
corona10__goimagehash,1,1,cyclonedx-gomod,1,1,0,0,100.0,100.0,1,0,0,100.0,100.0
cortesi__devd,41,21,syft,29,29,0,12,82.9,82.9,21,8,0,84.0,84.0
cortesi__devd,41,21,trivy,27,27,0,14,79.4,79.4,21,6,0,87.5,87.5
cortesi__devd,41,21,cdxgen,21,21,0,20,67.7,67.7,21,0,0,100.0,100.0
cortesi__devd,41,21,cyclonedx-gomod,21,21,0,20,67.7,67.7,21,0,0,100.0,100.0
cosmos__cosmos-sdk,756,289,syft,400,378,22,378,65.4,57.3,289,111,0,83.9,72.3
cosmos__cosmos-sdk,756,289,trivy,357,332,25,424,59.7,58.2,289,68,0,89.5,87.3
cosmos__cosmos-sdk,756,289,cdxgen,0,0,0,756,0.0,0.0,0,0,289,0.0,0.0
cosmos__cosmos-sdk,756,289,cyclonedx-gomod,315,314,1,442,58.6,58.6,287,28,2,95.0,94.4
cosmtrek__air,199,19,syft,102,101,1,98,67.1,67.1,19,83,0,31.4,31.4
cosmtrek__air,199,19,trivy,28,27,1,172,23.8,23.8,19,9,0,80.9,80.9
cosmtrek__air,199,19,cdxgen,19,19,0,180,17.4,17.4,19,0,0,100.0,100.0
cosmtrek__air,199,19,cyclonedx-gomod,19,19,0,180,17.4,17.4,19,0,0,100.0,100.0
cossacklabs__acra,367,110,syft,146,146,0,221,56.9,56.1,110,36,0,85.9,84.4
cossacklabs__acra,367,110,trivy,125,125,0,242,50.8,50.0,110,15,0,93.6,91.9
cossacklabs__acra,367,110,cdxgen,110,110,0,257,46.1,45.3,110,0,0,100.0,98.2
cossacklabs__acra,367,110,cyclonedx-gomod,120,120,0,247,49.3,49.3,110,10,0,95.7,95.7
couchbase__go-couchbase,0,10,syft,28,0,28,0,0.0,0.0,10,18,0,52.6,47.4
couchbase__go-couchbase,0,10,trivy,28,0,28,0,0.0,0.0,10,18,0,52.6,47.4
couchbase__go-couchbase,0,10,cdxgen,10,0,10,0,0.0,0.0,10,0,0,100.0,90.0
couchbase__go-couchbase,0,10,cyclonedx-gomod,10,0,10,0,0.0,0.0,10,0,0,100.0,100.0
couchbase__gocb,59,23,syft,39,39,0,20,79.6,79.6,23,16,0,74.2,74.2
couchbase__gocb,59,23,trivy,29,29,0,30,65.9,65.9,23,6,0,88.5,88.5
couchbase__gocb,59,23,cdxgen,23,23,0,36,56.1,56.1,23,0,0,100.0,100.0
couchbase__gocb,59,23,cyclonedx-gomod,23,23,0,36,56.1,56.1,23,0,0,100.0,100.0
couchbase__moss,4,3,syft,4,4,0,0,100.0,100.0,3,1,0,85.7,85.7
couchbase__moss,4,3,trivy,4,4,0,0,100.0,100.0,3,1,0,85.7,85.7
couchbase__moss,4,3,cdxgen,3,3,0,1,85.7,85.7,3,0,0,100.0,100.0
couchbase__moss,4,3,cyclonedx-gomod,4,4,0,0,100.0,100.0,3,1,0,85.7,85.7
create-go-app__cli,64,28,syft,50,50,0,14,87.7,87.7,28,22,0,71.8,71.8
create-go-app__cli,64,28,trivy,30,30,0,34,63.8,63.8,28,2,0,96.6,96.6
create-go-app__cli,64,28,cdxgen,28,28,0,36,60.9,60.9,28,0,0,100.0,100.0
create-go-app__cli,64,28,cyclonedx-gomod,30,30,0,34,63.8,63.8,28,2,0,96.6,96.6
cristalhq__aconfig,1,1,syft,11,1,10,0,16.7,16.7,1,10,0,16.7,16.7
cristalhq__aconfig,1,1,trivy,11,1,10,0,16.7,16.7,1,10,0,16.7,16.7
cristalhq__aconfig,1,1,cdxgen,5,1,4,0,33.3,33.3,1,4,0,33.3,33.3
cristalhq__aconfig,1,1,cyclonedx-gomod,1,1,0,0,100.0,100.0,1,0,0,100.0,100.0
cshum__imagor,290,86,syft,139,139,0,151,64.8,64.8,86,53,0,76.4,76.4
