repo,tool,all_n_tp,all_n_fp,all_n_fn,all_v_tp,all_v_fp,all_v_fn,imp_n_tp,imp_n_fp,imp_n_fn,imp_v_tp,imp_v_fp,imp_v_fn,impT_n_tp,impT_n_fp,impT_n_fn,impT_v_tp,impT_v_fp,impT_v_fn
samber__mo,trivy,8,0,8,8,0,8,4,4,0,4,4,0,4,4,0,4,4,0
samber__mo,cdxgen,4,0,12,4,0,12,4,0,0,4,0,0,4,0,0,4,0,0
samber__mo,cyclonedx-gomod,4,0,12,4,0,12,4,0,0,4,0,0,4,0,0,4,0,0
samber__slog-formatter,syft,13,0,5,13,0,5,4,9,0,4,9,0,4,9,0,4,9,0
samber__slog-formatter,trivy,11,0,7,11,0,7,4,7,0,4,7,0,4,7,0,4,7,0
samber__slog-formatter,cdxgen,4,0,14,4,0,14,4,0,0,4,0,0,4,0,0,4,0,0
samber__slog-formatter,cyclonedx-gomod,4,0,14,4,0,14,4,0,0,4,0,0,4,0,0,4,0,0
sanbornm__go-selfupdate,syft,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
sanbornm__go-selfupdate,trivy,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
sanbornm__go-selfupdate,cdxgen,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
sanbornm__go-selfupdate,cyclonedx-gomod,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
sashamelentyev__usestdlibvars,syft,4,0,4,4,0,4,3,1,0,3,1,0,3,1,0,3,1,0
sashamelentyev__usestdlibvars,trivy,3,0,5,3,0,5,3,0,0,3,0,0,3,0,0,3,0,0
sashamelentyev__usestdlibvars,cdxgen,3,0,5,3,0,5,3,0,0,3,0,0,3,0,0,3,0,0
sashamelentyev__usestdlibvars,cyclonedx-gomod,2,0,6,2,0,6,2,0,1,2,0,1,2,0,1,2,0,1
savsgio__atreugo,syft,10,0,4,10,0,4,7,3,0,7,3,0,8,2,0,4,6,4
savsgio__atreugo,trivy,9,0,5,9,0,5,7,2,0,7,2,0,8,1,0,4,5,4
savsgio__atreugo,cdxgen,7,0,7,7,0,7,7,0,0,7,0,0,7,0,1,3,4,5
savsgio__atreugo,cyclonedx-gomod,8,0,6,8,0,6,7,1,0,7,1,0,7,1,1,3,5,5
scaleway__scaleway-cli,syft,259,0,392,259,0,392,199,60,0,199,60,0,194,65,0,143,116,51
scaleway__scaleway-cli,trivy,217,0,434,217,0,434,199,18,0,199,18,0,194,23,0,143,74,51
scaleway__scaleway-cli,cdxgen,199,0,452,199,0,452,199,0,0,199,0,0,194,5,0,143,56,51
scaleway__scaleway-cli,cyclonedx-gomod,217,0,434,217,0,434,199,18,0,199,18,0,194,23,0,143,74,51
schollz__croc,syft,34,0,14,34,0,14,25,9,0,25,9,0,29,5,0,29,5,0
schollz__croc,trivy,29,0,19,29,0,19,25,4,0,25,4,0,29,0,0,29,0,0
schollz__croc,cdxgen,25,0,23,25,0,23,25,0,0,25,0,0,25,0,4,25,0,4
schollz__croc,cyclonedx-gomod,25,0,23,25,0,23,25,0,0,25,0,0,25,0,4,25,0,4
schollz__peerdiscovery,syft,8,5,10,7,9,11,2,11,0,2,14,0,6,7,0,6,10,0
schollz__peerdiscovery,trivy,18,7,0,18,14,0,2,23,0,2,30,0,6,19,0,6,26,0
schollz__peerdiscovery,cdxgen,3,3,15,2,6,16,2,4,0,2,6,0,2,4,4,2,6,4
schollz__peerdiscovery,cyclonedx-gomod,2,0,16,2,0,16,2,0,0,2,0,0,2,0,4,2,0,4
schollz__progressbar,syft,13,0,1,13,0,1,5,8,0,5,8,0,11,2,0,11,2,0
schollz__progressbar,trivy,12,0,2,12,0,2,5,7,0,5,7,0,11,1,0,11,1,0
schollz__progressbar,cdxgen,5,0,9,5,0,9,5,0,0,5,0,0,5,0,6,5,0,6
schollz__progressbar,cyclonedx-gomod,6,0,8,6,0,8,5,1,0,5,1,0,5,1,6,5,1,6
scigolib__matlab,syft,6,0,1,6,0,1,1,5,0,1,5,0,5,1,0,5,1,0
scigolib__matlab,trivy,5,0,2,5,0,2,1,4,0,1,4,0,5,0,0,5,0,0
scigolib__matlab,cdxgen,1,0,6,1,0,6,1,0,0,1,0,0,1,0,4,1,0,4
scigolib__matlab,cyclonedx-gomod,1,0,6,1,0,6,1,0,0,1,0,0,1,0,4,1,0,4
sdcoffey__techan,syft,6,0,1,6,0,1,5,1,0,5,1,0,5,1,0,5,1,0
sdcoffey__techan,trivy,5,0,2,5,0,2,5,0,0,5,0,0,5,0,0,5,0,0
sdcoffey__techan,cdxgen,5,0,2,5,0,2,5,0,0,5,0,0,5,0,0,5,0,0
sdcoffey__techan,cyclonedx-gomod,5,0,2,5,0,2,5,0,0,5,0,0,5,0,0,5,0,0
sdrapkin__guid,syft,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
sdrapkin__guid,trivy,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
sdrapkin__guid,cdxgen,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
sdrapkin__guid,cyclonedx-gomod,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
seborama__fuego,syft,9,0,2,9,0,2,3,6,0,3,6,0,7,2,0,7,2,0
seborama__fuego,trivy,7,0,4,7,0,4,3,4,0,3,4,0,7,0,0,7,0,0
seborama__fuego,cdxgen,3,0,8,3,0,8,3,0,0,3,0,0,3,0,4,3,0,4
seborama__fuego,cyclonedx-gomod,3,0,8,3,0,8,3,0,0,3,0,0,3,0,4,3,0,4
seborama__govcr,syft,29,0,4,29,0,4,16,13,0,16,13,0,28,1,0,28,1,0
seborama__govcr,trivy,28,0,5,28,0,5,16,12,0,16,12,0,28,0,0,28,0,0
seborama__govcr,cdxgen,16,0,17,16,0,17,16,0,0,16,0,0,16,0,12,16,0,12
seborama__govcr,cyclonedx-gomod,16,0,17,16,0,17,16,0,0,16,0,0,16,0,12,16,0,12
segmentio__golines,syft,31,0,16,31,0,16,18,13,0,18,13,0,21,10,0,21,10,0
segmentio__golines,trivy,24,0,23,24,0,23,18,6,0,18,6,0,21,3,0,21,3,0
segmentio__golines,cdxgen,18,0,29,18,0,29,18,0,0,18,0,0,18,0,3,18,0,3
segmentio__golines,cyclonedx-gomod,18,0,29,18,0,29,18,0,0,18,0,0,18,0,3,18,0,3
seiflotfy__count-min-log,syft,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
seiflotfy__count-min-log,trivy,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
seiflotfy__count-min-log,cdxgen,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
seiflotfy__count-min-log,cyclonedx-gomod,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
seiflotfy__cuckoofilter,syft,6,0,1,6,0,1,1,5,0,1,5,0,5,1,0,5,1,0
seiflotfy__cuckoofilter,trivy,7,0,0,7,0,0,1,6,0,1,6,0,5,2,0,5,2,0
seiflotfy__cuckoofilter,cdxgen,1,0,6,1,0,6,1,0,0,1,0,0,1,0,4,1,0,4
seiflotfy__cuckoofilter,cyclonedx-gomod,1,0,6,1,0,6,1,0,0,1,0,0,1,0,4,1,0,4
semihalev__sdns,syft,82,0,29,82,0,29,64,18,0,64,18,0,66,16,0,56,26,10
semihalev__sdns,trivy,70,0,41,70,0,41,64,6,0,64,6,0,66,4,0,56,14,10
semihalev__sdns,cdxgen,64,0,47,64,0,47,64,0,0,64,0,0,64,0,2,54,10,12
semihalev__sdns,cyclonedx-gomod,65,0,46,65,0,46,62,3,2,62,3,2,62,3,4,52,13,14
sensepost__gowitness,syft,125,0,26,125,0,26,89,36,0,89,36,0,89,36,0,89,36,0
sensepost__gowitness,trivy,94,0,57,94,0,57,89,5,0,89,5,0,89,5,0,89,5,0
sensepost__gowitness,cdxgen,89,0,62,89,0,62,89,0,0,89,0,0,89,0,0,89,0,0
sensepost__gowitness,cyclonedx-gomod,92,0,59,92,0,59,89,3,0,89,3,0,89,3,0,89,3,0
sgreben__flagvar,syft,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
sgreben__flagvar,trivy,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
sgreben__flagvar,cdxgen,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
sgreben__flagvar,cyclonedx-gomod,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
shabbyrobe__xmlwriter,syft,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0
shabbyrobe__xmlwriter,trivy,2,0,0,2,0,0,1,1,0,1,1,0,1,1,0,1,1,0
shabbyrobe__xmlwriter,cdxgen,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0
shabbyrobe__xmlwriter,cyclonedx-gomod,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0
shaj13__go-guardian,syft,31,0,63,31,0,63,19,12,0,19,12,0,25,6,0,25,6,0
shaj13__go-guardian,trivy,94,0,0,94,0,0,19,75,0,19,75,0,25,69,0,25,69,0
shaj13__go-guardian,cdxgen,19,0,75,19,0,75,19,0,0,19,0,0,19,0,6,19,0,6
shaj13__go-guardian,cyclonedx-gomod,19,0,75,19,0,75,19,0,0,19,0,0,19,0,6,19,0,6
shenwei356__taxonkit,syft,42,0,28,42,0,28,29,13,0,29,13,0,29,13,0,26,16,3
shenwei356__taxonkit,trivy,34,0,36,34,0,36,29,5,0,29,5,0,29,5,0,26,8,3
shenwei356__taxonkit,cdxgen,29,0,41,29,0,41,29,0,0,29,0,0,29,0,0,26,3,3
shenwei356__taxonkit,cyclonedx-gomod,32,0,38,32,0,38,29,3,0,29,3,0,29,3,0,26,6,3
sherifabdlnaby__configuro,syft,115,0,0,115,0,0,23,92,0,23,92,0,23,92,0,23,92,0
sherifabdlnaby__configuro,trivy,115,0,0,115,0,0,23,92,0,23,92,0,23,92,0,23,92,0
sherifabdlnaby__configuro,cdxgen,23,0,92,23,0,92,23,0,0,23,0,0,23,0,0,23,0,0
sherifabdlnaby__configuro,cyclonedx-gomod,23,0,92,23,0,92,23,0,0,23,0,0,23,0,0,23,0,0
shinagawa-web__gomarklint,syft,5,0,7,5,0,7,4,1,0,4,1,0,4,1,0,4,1,0
shinagawa-web__gomarklint,trivy,5,0,7,5,0,7,4,1,0,4,1,0,4,1,0,4,1,0
shinagawa-web__gomarklint,cdxgen,4,0,8,4,0,8,4,0,0,4,0,0,4,0,0,4,0,0
shinagawa-web__gomarklint,cyclonedx-gomod,5,0,7,5,0,7,4,1,0,4,1,0,4,1,0,4,1,0
shirou__gopsutil,syft,14,0,2,14,0,2,3,11,0,3,11,0,7,7,0,7,7,0
shirou__gopsutil,trivy,13,0,3,13,0,3,3,10,0,3,10,0,7,6,0,7,6,0
shirou__gopsutil,cdxgen,3,0,13,3,0,13,3,0,0,3,0,0,3,0,4,3,0,4
shirou__gopsutil,cyclonedx-gomod,8,0,8,8,0,8,3,5,0,3,5,0,3,5,4,3,5,4
shomali11__gridder,syft,8,0,2,8,0,2,3,5,0,3,5,0,7,1,0,7,1,0
shomali11__gridder,trivy,10,0,0,10,0,0,3,7,0,3,7,0,7,3,0,7,3,0
shomali11__gridder,cdxgen,3,0,7,3,0,7,3,0,0,3,0,0,3,0,4,3,0,4
shomali11__gridder,cyclonedx-gomod,3,0,7,3,0,7,3,0,0,3,0,0,3,0,4,3,0,4
shomali11__util,syft,4,0,0,4,0,0,1,3,0,1,3,0,4,0,0,4,0,0
shomali11__util,trivy,4,0,0,4,0,0,1,3,0,1,3,0,4,0,0,4,0,0
shomali11__util,cdxgen,1,0,3,1,0,3,1,0,0,1,0,0,1,0,3,1,0,3
shomali11__util,cyclonedx-gomod,1,0,3,1,0,3,1,0,0,1,0,0,1,0,3,1,0,3
shomali11__xredis,syft,6,0,0,6,0,0,2,4,0,2,4,0,6,0,0,6,0,0
shomali11__xredis,trivy,6,0,0,6,0,0,2,4,0,2,4,0,6,0,0,6,0,0
shomali11__xredis,cdxgen,2,0,4,2,0,4,2,0,0,2,0,0,2,0,4,2,0,4
shomali11__xredis,cyclonedx-gomod,2,0,4,2,0,4,2,0,0,2,0,0,2,0,4,2,0,4
shoobyban__sshman,syft,17,0,159,17,0,159,8,9,0,8,9,0,12,5,0,12,5,0
shoobyban__sshman,trivy,176,0,0,176,0,0,8,168,0,8,168,0,12,164,0,12,164,0
shoobyban__sshman,cdxgen,8,0,168,8,0,168,5,3,3,5,3,3,6,2,6,6,2,6
shoobyban__sshman,cyclonedx-gomod,9,0,167,9,0,167,8,1,0,8,1,0,8,1,4,8,1,4
shopify__toxiproxy,syft,33,0,19,33,0,19,21,12,0,21,12,0,21,12,0,8,25,13
shopify__toxiproxy,trivy,22,0,30,22,0,30,21,1,0,21,1,0,20,2,1,8,14,13
shopify__toxiproxy,cdxgen,21,0,31,21,0,31,21,0,0,21,0,0,20,1,1,8,13,13
shopify__toxiproxy,cyclonedx-gomod,21,0,31,21,0,31,21,0,0,21,0,0,20,1,1,8,13,13
shoriwe__fullproxy,syft,50,0,13,50,0,13,38,12,0,38,12,0,38,12,0,38,12,0
shoriwe__fullproxy,trivy,41,0,22,41,0,22,38,3,0,38,3,0,38,3,0,38,3,0
shoriwe__fullproxy,cdxgen,38,0,25,38,0,25,38,0,0,38,0,0,38,0,0,38,0,0
shoriwe__fullproxy,cyclonedx-gomod,38,0,25,38,0,25,38,0,0,38,0,0,38,0,0,38,0,0
shurcooL__gostatus,syft,0,6,0,0,6,0,6,0,0,6,0,0,6,0,0,6,0,0
shurcooL__gostatus,trivy,0,6,0,0,6,0,6,0,0,6,0,0,6,0,0,6,0,0
shurcooL__gostatus,cdxgen,0,6,0,0,6,0,6,0,0,6,0,0,6,0,0,6,0,0
shurcooL__gostatus,cyclonedx-gomod,0,6,0,0,6,0,6,0,0,6,0,0,6,0,0,6,0,0
shurcooL__vfsgen,syft,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0
shurcooL__vfsgen,trivy,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0
shurcooL__vfsgen,cdxgen,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0
shurcooL__vfsgen,cyclonedx-gomod,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0
siddontang__go-mysql,syft,28,0,13,28,0,13,21,7,0,21,7,0,22,6,0,22,6,0
siddontang__go-mysql,trivy,22,0,19,22,0,19,21,1,0,21,1,0,22,0,0,22,0,0
siddontang__go-mysql,cdxgen,21,0,20,21,0,20,21,0,0,21,0,0,21,0,1,21,0,1
siddontang__go-mysql,cyclonedx-gomod,21,0,20,21,0,20,21,0,0,21,0,0,21,0,1,21,0,1
siddontang__ledisdb,syft,33,0,1,33,0,1,13,20,0,13,20,0,13,20,0,13,20,0
siddontang__ledisdb,trivy,34,0,0,34,0,0,13,21,0,13,21,0,13,21,0,13,21,0
siddontang__ledisdb,cdxgen,13,0,21,13,0,21,13,0,0,13,0,0,13,0,0,13,0,0
siddontang__ledisdb,cyclonedx-gomod,13,0,21,13,0,21,13,0,0,13,0,0,13,0,0,13,0,0
sideshow__apns2,syft,12,0,6,12,0,6,7,5,0,7,5,0,9,3,2,2,10,9
sideshow__apns2,trivy,11,0,7,11,0,7,7,4,0,7,4,0,9,2,2,2,9,9
sideshow__apns2,cdxgen,11,0,7,11,0,7,7,4,0,7,4,0,9,2,2,2,9,9
sideshow__apns2,cyclonedx-gomod,7,0,11,7,0,11,7,0,0,7,0,0,5,2,6,1,6,10
sigstore__cosign,syft,348,0,451,348,0,451,259,89,0,259,89,0,271,77,0,271,77,0
sigstore__cosign,trivy,295,0,504,295,0,504,259,36,0,259,36,0,271,24,0,271,24,0
sigstore__cosign,cdxgen,259,0,540,259,0,540,259,0,0,259,0,0,259,0,12,259,0,12
sigstore__cosign,cyclonedx-gomod,272,0,527,272,0,527,257,15,2,257,15,2,257,15,14,257,15,14
sinhashubham95__bleep,syft,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
sinhashubham95__bleep,trivy,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
sinhashubham95__bleep,cdxgen,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
sinhashubham95__bleep,cyclonedx-gomod,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
sinhashubham95__go-actuator,syft,8,0,2,8,0,2,3,5,0,3,5,0,7,1,0,7,1,0
sinhashubham95__go-actuator,trivy,10,0,0,10,0,0,3,7,0,3,7,0,7,3,0,7,3,0
sinhashubham95__go-actuator,cdxgen,3,0,7,3,0,7,3,0,0,3,0,0,3,0,4,3,0,4
sinhashubham95__go-actuator,cyclonedx-gomod,3,0,7,3,0,7,3,0,0,3,0,0,3,0,4,3,0,4
sinhashubham95__moxy,syft,27,0,12,27,0,12,21,6,0,21,6,0,25,2,0,25,2,0
sinhashubham95__moxy,trivy,39,0,0,39,0,0,21,18,0,21,18,0,25,14,0,25,14,0
sinhashubham95__moxy,cdxgen,21,0,18,21,0,18,21,0,0,21,0,0,21,0,4,21,0,4
sinhashubham95__moxy,cyclonedx-gomod,24,0,15,24,0,15,21,3,0,21,3,0,21,3,4,21,3,4
sj14__dbbench,syft,99,0,147,99,0,147,62,37,0,62,37,0,68,31,1,27,72,42
sj14__dbbench,trivy,71,0,175,71,0,175,62,9,0,62,9,0,68,3,1,27,44,42
sj14__dbbench,cdxgen,62,0,184,62,0,184,62,0,0,62,0,0,62,0,7,21,41,48
sj14__dbbench,cyclonedx-gomod,65,0,181,65,0,181,62,3,0,62,3,0,62,3,7,21,44,48
skeema__skeema,syft,12,0,2,12,0,2,9,3,0,9,3,0,9,3,1,4,8,6
skeema__skeema,trivy,10,0,4,10,0,4,9,1,0,9,1,0,9,1,1,4,6,6
skeema__skeema,cdxgen,10,0,4,10,0,4,9,1,0,9,1,0,9,1,1,4,6,6
skeema__skeema,cyclonedx-gomod,9,0,5,9,0,5,9,0,0,9,0,0,9,0,1,4,5,6
skibish__ddns,syft,32,0,87,32,0,87,17,15,0,17,15,0,18,14,0,18,14,0
skibish__ddns,trivy,23,0,96,23,0,96,17,6,0,17,6,0,18,5,0,18,5,0
skibish__ddns,cdxgen,17,0,102,17,0,102,17,0,0,17,0,0,17,0,1,17,0,1
skibish__ddns,cyclonedx-gomod,22,0,97,22,0,97,17,5,0,17,5,0,17,5,1,17,5,1
slack-go__slack,syft,7,0,1,7,0,1,1,6,0,1,6,0,6,1,0,6,1,0
slack-go__slack,trivy,6,0,2,6,0,2,1,5,0,1,5,0,6,0,0,6,0,0
slack-go__slack,cdxgen,1,0,7,1,0,7,1,0,0,1,0,0,1,0,5,1,0,5
slack-go__slack,cyclonedx-gomod,1,0,7,1,0,7,1,0,0,1,0,0,1,0,5,1,0,5
slack-io__slacker,syft,11,0,1,11,0,1,5,6,0,5,6,0,5,6,0,5,6,0
slack-io__slacker,trivy,5,0,7,5,0,7,5,0,0,5,0,0,5,0,0,5,0,0
slack-io__slacker,cdxgen,5,0,7,5,0,7,5,0,0,5,0,0,5,0,0,5,0,0
slack-io__slacker,cyclonedx-gomod,5,0,7,5,0,7,5,0,0,5,0,0,5,0,0,5,0,0
slipros__roamer,syft,12,21,5,12,25,5,11,22,0,11,26,0,11,22,0,11,26,0
slipros__roamer,trivy,11,21,6,11,26,6,11,21,0,11,26,0,11,21,0,11,26,0
slipros__roamer,cdxgen,11,8,6,11,9,6,11,8,0,11,9,0,11,8,0,11,9,0
slipros__roamer,cyclonedx-gomod,10,0,7,10,0,7,10,0,1,10,0,1,10,0,1,10,0,1
slotix__dataflowkit,syft,43,0,8,43,0,8,32,11,0,32,11,0,35,8,0,35,8,0
slotix__dataflowkit,trivy,51,0,0,51,0,0,32,19,0,32,19,0,35,16,0,35,16,0
slotix__dataflowkit,cdxgen,32,0,19,32,0,19,32,0,0,32,0,0,32,0,3,32,0,3
slotix__dataflowkit,cyclonedx-gomod,34,0,17,34,0,17,32,2,0,32,2,0,32,2,3,32,2,3
smallnest__rpcx,syft,82,0,104,82,0,104,49,33,0,49,33,0,55,27,0,55,27,0
smallnest__rpcx,trivy,72,0,114,72,0,114,49,23,0,49,23,0,55,17,0,55,17,0
smallnest__rpcx,cdxgen,49,0,137,49,0,137,49,0,0,49,0,0,49,0,6,49,0,6
smallnest__rpcx,cyclonedx-gomod,62,0,124,62,0,124,49,13,0,49,13,0,49,13,6,49,13,6
smartystreets__goconvey,syft,6,0,18,6,0,18,4,2,0,4,2,0,4,2,1,1,5,4
smartystreets__goconvey,trivy,5,0,19,5,0,19,4,1,0,4,1,0,4,1,1,1,4,4
smartystreets__goconvey,cdxgen,4,0,20,4,0,20,4,0,0,4,0,0,4,0,1,1,3,4
smartystreets__goconvey,cyclonedx-gomod,5,0,19,5,0,19,4,1,0,4,1,0,4,1,1,1,4,4
soniah__gosnmp,syft,8,3,9,6,5,11,1,10,0,1,10,0,9,2,0,9,2,0
soniah__gosnmp,trivy,7,3,10,5,5,12,1,9,0,1,9,0,9,1,0,9,1,0
soniah__gosnmp,cdxgen,1,0,16,1,0,16,1,0,0,1,0,0,1,0,8,1,0,8
soniah__gosnmp,cyclonedx-gomod,1,0,16,1,0,16,1,0,0,1,0,0,1,0,8,1,0,8
sosedoff__pgweb,syft,66,0,20,66,0,20,35,31,0,35,31,0,38,28,0,18,48,20
sosedoff__pgweb,trivy,58,0,28,58,0,28,35,23,0,35,23,0,38,20,0,18,40,20
sosedoff__pgweb,cdxgen,35,0,51,35,0,51,35,0,0,35,0,0,32,3,6,14,21,24
sosedoff__pgweb,cyclonedx-gomod,46,0,40,46,0,40,35,11,0,35,11,0,32,14,6,14,32,24
sourcegraph__zoekt,syft,178,0,222,178,0,222,121,57,0,121,57,0,131,47,0,131,47,0
sourcegraph__zoekt,trivy,139,0,261,139,0,261,121,18,0,121,18,0,131,8,0,131,8,0
sourcegraph__zoekt,cdxgen,121,0,279,121,0,279,121,0,0,121,0,0,121,0,10,121,0,10
sourcegraph__zoekt,cyclonedx-gomod,127,0,273,127,0,273,120,7,1,120,7,1,120,7,11,120,7,11
soypat__godesim,syft,11,0,26,11,0,26,2,9,0,2,9,0,2,9,0,2,9,0
soypat__godesim,trivy,37,0,0,37,0,0,2,35,0,2,35,0,2,35,0,2,35,0
soypat__godesim,cdxgen,2,0,35,2,0,35,2,0,0,2,0,0,2,0,0,2,0,0
soypat__godesim,cyclonedx-gomod,2,0,35,2,0,35,2,0,0,2,0,0,2,0,0,2,0,0
spatial-go__geoos,syft,3,0,3,3,0,3,2,1,0,2,1,0,2,1,0,2,1,0
spatial-go__geoos,trivy,6,0,0,6,0,0,2,4,0,2,4,0,2,4,0,2,4,0
spatial-go__geoos,cdxgen,2,0,4,2,0,4,2,0,0,2,0,0,2,0,0,2,0,0
spatial-go__geoos,cyclonedx-gomod,2,0,4,2,0,4,2,0,0,2,0,0,2,0,0,2,0,0
spf13__afero,syft,2,62,2,2,63,2,1,63,0,1,64,0,1,63,0,0,65,1
spf13__afero,trivy,4,47,0,4,47,0,1,50,0,1,50,0,1,50,0,0,51,1
spf13__afero,cdxgen,2,44,2,2,44,2,1,45,0,1,45,0,1,45,0,0,46,1
spf13__afero,cyclonedx-gomod,1,0,3,1,0,3,1,0,0,1,0,0,1,0,0,0,1,1
spf13__cobra,syft,6,0,0,6,0,0,4,2,0,4,2,0,4,2,0,4,2,0
spf13__cobra,trivy,6,0,0,6,0,0,4,2,0,4,2,0,4,2,0,4,2,0
spf13__cobra,cdxgen,4,0,2,4,0,2,4,0,0,4,0,0,4,0,0,4,0,0
spf13__cobra,cyclonedx-gomod,5,0,1,5,0,1,4,1,0,4,1,0,4,1,0,4,1,0
spf13__viper,syft,23,81,2,22,88,3,11,93,0,11,99,0,16,88,0,15,95,1
spf13__viper,trivy,18,66,7,18,67,7,11,73,0,11,74,0,16,68,0,15,70,1
spf13__viper,cdxgen,12,63,13,12,64,13,11,64,0,11,65,0,11,64,5,10,66,6
spf13__viper,cyclonedx-gomod,11,0,14,11,0,14,11,0,0,11,0,0,11,0,5,10,1,6
spiffe__spire,syft,406,0,406,406,0,406,306,100,0,306,100,0,305,101,2,227,179,80
spiffe__spire,trivy,326,0,486,326,0,486,306,20,0,306,20,0,305,21,2,227,99,80
spiffe__spire,cdxgen,306,0,506,306,0,506,306,0,0,306,0,0,303,3,4,225,81,82
spiffe__spire,cyclonedx-gomod,319,0,493,319,0,493,305,14,1,305,14,1,303,16,4,225,94,82
sqs__goreturns,syft,3,0,6,3,0,6,3,0,0,3,0,0,3,0,0,3,0,0
sqs__goreturns,trivy,9,0,0,9,0,0,3,6,0,3,6,0,3,6,0,3,6,0
sqs__goreturns,cdxgen,3,0,6,3,0,6,3,0,0,3,0,0,3,0,0,3,0,0
sqs__goreturns,cyclonedx-gomod,3,0,6,3,0,6,3,0,0,3,0,0,3,0,0,3,0,0
src-d__hercules,syft,72,1,15,72,1,15,48,25,1,48,25,1,52,21,1,52,21,1
src-d__hercules,trivy,87,1,0,86,2,1,49,39,0,48,40,1,53,35,0,52,36,1
src-d__hercules,cdxgen,49,0,38,49,0,38,49,0,0,49,0,0,49,0,4,49,0,4
src-d__hercules,cyclonedx-gomod,53,1,34,53,1,34,48,6,1,48,6,1,48,6,5,48,6,5
ssgreg__journald,syft,4,0,0,4,0,0,1,3,0,1,3,0,0,4,0,0,4,0
ssgreg__journald,trivy,4,0,0,4,0,0,1,3,0,1,3,0,0,4,0,0,4,0
ssgreg__journald,cdxgen,1,0,3,1,0,3,1,0,0,1,0,0,0,1,0,0,1,0
ssgreg__journald,cyclonedx-gomod,1,0,3,1,0,3,1,0,0,1,0,0,0,1,0,0,1,0
stackerzzq__xj2go,syft,2,0,3,2,0,3,2,0,0,2,0,0,2,0,0,2,0,0
stackerzzq__xj2go,trivy,5,0,0,5,0,0,2,3,0,2,3,0,2,3,0,2,3,0
stackerzzq__xj2go,cdxgen,2,0,3,2,0,3,2,0,0,2,0,0,2,0,0,2,0,0
stackerzzq__xj2go,cyclonedx-gomod,2,0,3,2,0,3,2,0,0,2,0,0,2,0,0,2,0,0
stacktower-io__stacktower,syft,46,5,8,46,6,8,34,17,0,34,18,0,34,17,1,32,20,3
stacktower-io__stacktower,trivy,NA
stacktower-io__stacktower,cdxgen,34,5,20,34,6,20,34,5,0,34,6,0,34,5,1,32,8,3
stacktower-io__stacktower,cyclonedx-gomod,38,0,16,38,0,16,34,4,0,34,4,0,34,4,1,32,6,3
starwalkn__kono,syft,92,0,35,92,0,35,53,39,0,53,39,0,60,32,0,53,39,7
starwalkn__kono,trivy,65,0,62,65,0,62,53,12,0,53,12,0,60,5,0,53,12,7
starwalkn__kono,cdxgen,53,0,74,53,0,74,53,0,0,53,0,0,53,0,7,48,5,12
starwalkn__kono,cyclonedx-gomod,56,0,71,56,0,71,53,3,0,53,3,0,53,3,7,48,8,12
steambap__captcha,syft,2,2,1,2,2,1,2,2,0,2,2,0,2,2,0,1,3,1
steambap__captcha,trivy,3,13,0,3,13,0,2,14,0,2,14,0,2,14,0,1,15,1
steambap__captcha,cdxgen,2,0,1,2,0,1,2,0,0,2,0,0,2,0,0,1,1,1
steambap__captcha,cyclonedx-gomod,2,0,1,2,0,1,2,0,0,2,0,0,2,0,0,1,1,1
steevin__neuron-cli,syft,101,0,17,101,0,17,69,32,0,69,32,0,69,32,0,69,32,0
steevin__neuron-cli,trivy,73,0,45,73,0,45,69,4,0,69,4,0,69,4,0,69,4,0
steevin__neuron-cli,cdxgen,69,0,49,69,0,49,69,0,0,69,0,0,69,0,0,69,0,0
